0, 4, 349.0
0, 7, 599.0
0, 8, 1740.0
0, 9, 733.0
0, 10, 678.0
0, 13, 1521.0
0, 15, 1444.0
0, 16, 1721.0
0, 17, 589.0
0, 19, 990.0
0, 22, 646.0
0, 23, 622.0
0, 33, 2846.0
0, 36, 1728.0
0, 37, 1182.0
0, 42, 2785.0
0, 45, 1855.0
0, 46, 1829.0
0, 47, 1120.0
0, 50, 1781.0
0, 58, 717.0
0, 59, 1121.0
0, 63, 1517.0
0, 64, 2072.0
0, 65, 723.0
0, 66, 849.0
0, 69, 4243.0
0, 70, 1680.0
0, 75, 607.0
0, 78, 1437.0
0, 82, 589.0
0, 84, 843.0
0, 86, 1498.0
0, 89, 4184.0
0, 92, 720.0
0, 94, 1012.0
0, 95, 1751.0
0, 100, 333.0
0, 101, 753.0
0, 103, 474.0
0, 104, 773.0
0, 108, 323.0
0, 113, 4213.0
0, 123, 2116.0
1, 8, 1946.0
1, 9, 780.0
1, 14, 945.0
1, 15, 1587.0
1, 16, 2181.0
1, 33, 3417.0
1, 36, 1891.0
1, 45, 2130.0
1, 46, 2116.0
1, 50, 2092.0
1, 52, 669.0
1, 66, 903.0
1, 69, 4502.0
1, 70, 1993.0
1, 78, 1838.0
1, 84, 952.0
1, 86, 1969.0
1, 89, 4431.0
1, 95, 2172.0
1, 96, 707.0
1, 99, 2857.0
1, 100, 554.0
1, 113, 4447.0
1, 116, 1640.0
2, 3, 1123.0
2, 9, 1620.0
2, 10, 1558.0
2, 11, 1605.0
2, 14, 1754.0
2, 19, 1546.0
2, 23, 1491.0
2, 37, 1709.0
2, 43, 1671.0
2, 47, 1607.0
2, 49, 1447.0
2, 56, 883.0
2, 58, 1553.0
2, 64, 2733.0
2, 65, 1610.0
2, 66, 1737.0
2, 71, 1413.0
2, 75, 1492.0
2, 84, 1729.0
2, 94, 1506.0
2, 100, 1224.0
2, 104, 1414.0
2, 107, 1474.0
2, 123, 2788.0
3, 7, 500.0
3, 8, 1960.0
3, 9, 502.0
3, 11, 488.0
3, 13, 1749.0
3, 15, 1671.0
3, 16, 1927.0
3, 17, 383.0
3, 18, 1481.0
3, 19, 957.0
3, 23, 409.0
3, 33, 2986.0
3, 36, 1956.0
3, 37, 1127.0
3, 45, 2068.0
3, 46, 2062.0
3, 50, 2013.0
3, 58, 529.0
3, 63, 1745.0
3, 64, 1930.0
3, 69, 4475.0
3, 70, 1903.0
3, 73, 667.0
3, 78, 1660.0
3, 86, 1703.0
3, 89, 4417.0
3, 92, 497.0
3, 95, 1953.0
3, 104, 705.0
3, 116, 1400.0
4, 7, 930.0
4, 8, 1535.0
4, 9, 1021.0
4, 11, 1008.0
4, 15, 1276.0
4, 16, 1399.0
4, 17, 931.0
4, 19, 1310.0
4, 22, 980.0
4, 23, 936.0
4, 27, 1042.0
4, 40, 596.0
4, 45, 1589.0
4, 46, 1576.0
4, 53, 853.0
4, 58, 1045.0
4, 61, 970.0
4, 64, 2404.0
4, 66, 1117.0
4, 69, 3972.0
4, 73, 1087.0
4, 82, 923.0
4, 89, 3918.0
4, 90, 902.0
4, 92, 1025.0
4, 95, 1426.0
4, 100, 657.0
4, 113, 3951.0
4, 114, 1047.0
4, 123, 2449.0
7, 8, 2118.0
7, 9, 564.0
7, 10, 449.0
7, 11, 529.0
7, 13, 1916.0
7, 14, 728.0
7, 16, 2279.0
7, 18, 1727.0
7, 36, 2077.0
7, 39, 1095.0
7, 43, 644.0
7, 45, 2287.0
7, 46, 2274.0
7, 50, 2244.0
7, 56, 920.0
7, 66, 683.0
7, 69, 4678.0
7, 70, 2141.0
7, 78, 1958.0
7, 84, 737.0
7, 86, 2060.0
7, 95, 813.0
7, 96, 708.0
7, 117, 1195.0
8, 9, 2460.0
8, 10, 2402.0
8, 11, 2444.0
8, 14, 2611.0
8, 17, 2265.0
8, 19, 2171.0
8, 22, 2231.0
8, 23, 2283.0
8, 24, 2090.0
8, 27, 1209.0
8, 28, 1639.0
8, 29, 1569.0
8, 30, 1363.0
8, 32, 1805.0
8, 33, 2345.0
8, 35, 1791.0
8, 37, 2340.0
8, 39, 1177.0
8, 40, 1900.0
8, 41, 1974.0
8, 43, 2507.0
8, 44, 2207.0
8, 47, 2238.0
8, 49, 2106.0
