1, 79, 1900.0
2, 3, 1123.0
2, 47, 1607.0
2, 49, 1447.0
2, 104, 1414.0
3, 8, 1979.0
3, 57, 1960.0
3, 89, 4417.0
4, 12, 931.0
4, 27, 1042.0
4, 46, 1576.0
4, 53, 853.0
4, 58, 1045.0
4, 62, 1523.0
4, 66, 1117.0
4, 114, 1047.0
5, 34, 1091.0
5, 42, 3281.0
6, 9, 1389.0
6, 17, 1172.0
6, 19, 985.0
6, 23, 1217.0
6, 25, 929.0
6, 37, 1121.0
6, 47, 1017.0
6, 102, 500.0
6, 114, 604.0
7, 10, 449.0
7, 11, 529.0
7, 13, 1916.0
7, 39, 1095.0
7, 69, 4678.0
7, 85, 564.0
7, 95, 813.0
7, 96, 708.0
7, 117, 1195.0
8, 10, 2402.0
8, 14, 2611.0
8, 22, 2239.0
8, 44, 2218.0
8, 65, 2468.0
8, 71, 2272.0
8, 73, 2206.0
8, 74, 1447.0
8, 75, 2351.0
8, 87, 1925.0
8, 107, 2320.0
9, 15, 2149.0
9, 21, 1076.0
9, 46, 2563.0
9, 59, 1821.0
9, 60, 659.0
9, 67, 1035.0
9, 89, 4918.0
9, 91, 1279.0
9, 111, 1684.0
10, 18, 1927.0
10, 28, 1089.0
10, 46, 2504.0
10, 69, 4920.0
10, 76, 838.0
10, 77, 1824.0
10, 79, 2356.0
10, 89, 4859.0
11, 51, 1134.0
11, 83, 850.0
11, 89, 4904.0
11, 111, 1668.0
11, 114, 1015.0
12, 13, 2089.0
12, 14, 399.0
12, 15, 1979.0
12, 16, 2329.0
12, 68, 524.0
12, 95, 482.0
13, 22, 2026.0
13, 25, 1984.0
13, 27, 1090.0
13, 53, 1067.0
13, 64, 3220.0
13, 67, 2158.0
14, 17, 413.0
14, 28, 1368.0
14, 45, 2694.0
14, 48, 861.0
14, 57, 2592.0
14, 62, 2601.0
14, 83, 1050.0
14, 90, 795.0
14, 114, 1215.0
14, 117, 1774.0
15, 23, 1999.0
15, 33, 2552.0
15, 70, 601.0
15, 108, 1567.0
16, 17, 2306.0
16, 61, 2363.0
16, 64, 3729.0
16, 123, 3781.0
17, 18, 1828.0
17, 50, 2358.0
18, 27, 1086.0
18, 48, 1259.0
18, 49, 1835.0
18, 85, 1987.0
19, 69, 4757.0
19, 89, 4680.0
20, 21, 2584.0
20, 25, 2393.0
20, 27, 1504.0
20, 28, 1911.0
20, 36, 447.0
20, 37, 2585.0
20, 47, 2481.0
20, 53, 1476.0
20, 60, 1990.0
20, 64, 3630.0
20, 67, 2567.0
21, 33, 3993.0
21, 44, 1166.0
21, 48, 1167.0
21, 51, 1383.0
21, 57, 2311.0
21, 74, 1316.0
22, 36, 2193.0
22, 59, 1565.0
22, 69, 4788.0
22, 70, 2241.0
22, 72, 957.0
22, 77, 1606.0
22, 89, 4721.0
23, 37, 946.0
23, 49, 663.0
23, 53, 1209.0
24, 89, 4592.0
24, 97, 768.0
25, 27, 928.0
25, 46, 2367.0
25, 57, 2127.0
25, 59, 1498.0
25, 84, 1204.0
26, 59, 1826.0
27, 30, 650.0
27, 31, 1715.0
27, 45, 1497.0
27, 46, 1476.0
27, 58, 1319.0
27, 64, 2146.0
28, 37, 675.0
28, 57, 1639.0
28, 58, 940.0
28, 64, 1720.0
28, 66, 1326.0
29, 124, 929.0
30, 79, 1318.0
31, 36, 933.0
31, 47, 2598.0
32, 59, 1161.0
34, 50, 2097.0
34, 69, 4559.0
34, 70, 1987.0
35, 36, 1751.0
35, 57, 1772.0
35, 59, 1123.0
35, 62, 1791.0
35, 69, 4350.0
35, 72, 515.0
35, 79, 1751.0
36, 56, 1313.0
36, 64, 3310.0
36, 72, 1237.0
36, 97, 1441.0
36, 120, 1013.0
37, 48, 1182.0
37, 50, 2552.0
37, 53, 1110.0
37, 59, 1689.0
37, 70, 2464.0
37, 117, 1400.0
39, 90, 1020.0
40, 76, 735.0
41, 77, 1428.0
41, 97, 629.0
43, 49, 935.0
43, 73, 743.0
43, 77, 1978.0
43, 94, 1120.0
43, 117, 1684.0
44, 45, 2299.0
44, 56, 1297.0
44, 62, 2207.0
45, 60, 1980.0
45, 66, 2681.0
45, 71, 2351.0
45, 95, 2713.0
45, 111, 1203.0
46, 47, 2455.0
46, 53, 1450.0
46, 60, 1970.0
46, 64, 3604.0
46, 67, 2541.0
46, 108, 2032.0
46, 111, 1182.0
47, 64, 1150.0
49, 84, 1028.0
49, 109, 1071.0
50, 77, 981.0
50, 93, 669.0
51, 64, 2366.0
51, 85, 1154.0
52, 63, 1524.0
53, 79, 1200.0
53, 94, 911.0
53, 95, 1615.0
56, 77, 677.0
56, 79, 1345.0
57, 64, 3354.0
57, 65, 2449.0
57, 103, 1924.0
58, 77, 1753.0
59, 64, 2734.0
59, 65, 1834.0
59, 84, 1955.0
61, 84, 487.0
61, 85, 313.0
61, 97, 855.0
62, 84, 2577.0
63, 74, 1214.0
63, 87, 1690.0
63, 114, 1620.0
64, 77, 2674.0
64, 117, 2445.0
66, 69, 5085.0
66, 103, 791.0
68, 89, 4303.0
68, 103, 495.0
70, 100, 2014.0
71, 103, 607.0
73, 79, 2159.0
73, 84, 836.0
73, 107, 535.0
79, 87, 1879.0
82, 85, 481.0
83, 124, 902.0
84, 115, 1299.0
85, 90, 630.0
95, 97, 1322.0
